address,addressobj/city,addressobj/country,addressobj/postalcode,addressobj/street1,amenities/0,amenities/1,amenities/2,amenities/3,ancestorlocations/0/id,ancestorlocations/0/name,ancestorlocations/0/subcategory,ancestorlocations/1/id,ancestorlocations/1/name,ancestorlocations/1/subcategory,ancestorlocations/2/id,ancestorlocations/2/name,ancestorlocations/2/subcategory,category,categoryreviewscores/0/categoryname,categoryreviewscores/0/score,categoryreviewscores/1/categoryname,categoryreviewscores/1/score,categoryreviewscores/2/categoryname,categoryreviewscores/2/score,checkindate,checkoutdate,hotelclass,id,image,input,isnearbyresult,latitude,locallangcode,localname,locationstring,longitude,name,numberofreviews,photocount,photos/0,rankingdenominator,rankingposition,rankingstring,rating,ratinghistogram/count1,ratinghistogram/count2,ratinghistogram/count3,ratinghistogram/count4,ratinghistogram/count5,rawranking,subcategories/0,type,weburl
"Ibrahim Khalil Street, Mecca 24231 Saudi Arabia",Mecca,Saudi Arabia,24231,Ibrahim Khalil Street,Restaurant,Suites,Room service,Free Internet,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.8,Rooms,3.8,Value,4.1,2025-02-05,2025-02-06,5.0,307260,https://media-cdn.tripadvisor.com/media/photo-s/02/69/cf/6c/filename-new-elaf-kindah.jpg,Saudi Arabia,False,21.41885,ar,‫Elaf Kinda Hotel‬,"Mecca, Makkah Province",39.82423,Elaf Kinda Hotel,401,163,https://media-cdn.tripadvisor.com/media/photo-o/02/69/cf/6c/filename-new-elaf-kindah.jpg,310.0,20.0,#20 of 310 hotels in Mecca,4.0,30,13,42,96,220,4.18940019607544,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d307260-Reviews-Elaf_Kinda_Hotel-Mecca_Makkah_Province.html
"King Abdulaziz Road 4055, Yanbu 46429 Saudi Arabia",Yanbu,Saudi Arabia,46429,King Abdulaziz Road 4055,Internet,Suites,Room service,Free Internet,298554,Yanbu,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.0,Cleanliness,4.0,Service,4.0,2025-02-05,2025-02-06,3.0,12179878,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/d1/1a/ec/rosalina-hotel.jpg,Saudi Arabia,False,24.081976,ar,فندق روزالينا,"Yanbu, Al Madinah Province",38.086742,Rosalina Hotel,6,33,https://media-cdn.tripadvisor.com/media/photo-o/26/d1/1a/ec/rosalina-hotel.jpg,22.0,6.0,#6 of 22 hotels in Yanbu,4.5,0,0,0,2,4,3.1022214889526367,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298554-d12179878-Reviews-Rosalina_Hotel-Yanbu_Al_Madinah_Province.html
"Al Masjid Al Haram Road Beside Al Ahli Bank Ash Shishah, Mecca 24236 Saudi Arabia",Mecca,Saudi Arabia,24236,Al Masjid Al Haram Road,Internet,Suites,Room service,Free Internet,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.8,Rooms,3.8,Value,3.0,2025-02-05,2025-02-06,4.0,10491629,https://media-cdn.tripadvisor.com/media/photo-w/0b/c0/07/db/getlstd-property-photo.jpg,Saudi Arabia,False,21.431456,ar,رتاج أل ريان هطل,"Mecca, Makkah Province",39.85141,Razana Al Rawdha,15,54,https://media-cdn.tripadvisor.com/media/photo-o/0b/c0/07/db/getlstd-property-photo.jpg,310.0,56.0,#56 of 310 hotels in Mecca,4.0,2,0,0,4,9,3.1109957695007324,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d10491629-Reviews-Razana_Al_Rawdha-Mecca_Makkah_Province.html
"Prince Mohammed Bin Abdulaziz Street Al-Safa, Jeddah 23453 Saudi Arabia",Jeddah,Saudi Arabia,23453,Prince Mohammed Bin Abdulaziz Street,Restaurant,Desk,Street Parking,Telephone,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,4.9,Value,4.9,2025-02-05,2025-02-06,4.0,23702017,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/90/28/8f/caption.jpg,Saudi Arabia,False,21.567135,ar,‫WA Hotel‬,"Jeddah, Makkah Province",39.22482,WA Hotel,48,7,https://media-cdn.tripadvisor.com/media/photo-o/2b/7d/ef/ba/caption.jpg,253.0,19.0,#19 of 253 hotels in Jeddah,5.0,1,1,0,0,46,3.855831861495972,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d23702017-Reviews-WA_Hotel-Jeddah_Makkah_Province.html
"King Fahad Road Sahafah District, Riyadh 13315 Saudi Arabia",Riyadh,Saudi Arabia,13315,King Fahad Road,Internet,Free Internet,Wifi,Free Wifi,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.1,Rooms,4.3,Value,3.9,2025-02-05,2025-02-06,5.0,6164000,https://media-cdn.tripadvisor.com/media/photo-o/2b/0c/8f/55/caption.jpg,Saudi Arabia,False,24.792538,ar,فندق برج رافال,"Riyadh, Riyadh Province",46.632538,JW Marriott Hotel Riyadh,670,469,https://media-cdn.tripadvisor.com/media/photo-o/25/ed/d3/5e/hotel-entrance-and-facade.jpg,317.0,21.0,#21 of 317 hotels in Riyadh,4.5,30,20,38,122,460,4.43695592880249,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d6164000-Reviews-JW_Marriott_Hotel_Riyadh-Riyadh_Riyadh_Province.html
"3023 Sari Street West, Jeddah Saudi Arabia",Jeddah,Saudi Arabia,Unknown,3023 Sari Street West,Pool,Internet,Suites,Free Internet,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,4.5,Value,4.1,2025-02-05,2025-02-06,4.0,15523132,https://media-cdn.tripadvisor.com/media/photo-o/2b/98/03/cb/exterior.jpg,Saudi Arabia,False,21.577862,ar,حياة هاوس جدة شارع صاري,"Jeddah, Makkah Province",39.15328,Hyatt House Jeddah Sari Street,218,102,https://media-cdn.tripadvisor.com/media/photo-o/16/2d/5a/3b/hyatt-house-jeddah-sari.jpg,253.0,17.0,#17 of 253 hotels in Jeddah,4.5,15,8,14,33,148,3.959816694259644,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d15523132-Reviews-Hyatt_House_Jeddah_Sari_Street-Jeddah_Makkah_Province.html
"Prince Fahd Bin Sultan Street PO Box 901, Tabouk Saudi Arabia",Tabouk,Saudi Arabia,Unknown,Prince Fahd Bin Sultan Street,Pool,Internet,Kids Activities,Room service,679581,Tabouk,City,2628869,Tabuk Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.6,Rooms,3.4,Value,3.6,2025-02-05,2025-02-06,3.5,8142589,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/76/cb/c4/hotel-exterior-in-the.jpg,Saudi Arabia,False,28.410513,ar,هوليداي إن تبوك,"Tabouk, Tabuk Province",36.596516,"Holiday Inn Tabuk, an IHG hotel",50,254,https://media-cdn.tripadvisor.com/media/photo-o/2c/76/cb/c4/hotel-exterior-in-the.jpg,105.0,4.0,#4 of 105 hotels in Tabouk,4.0,1,4,13,19,13,3.2357945442199707,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g679581-d8142589-Reviews-Holiday_Inn_Tabuk_an_IHG_hotel-Tabouk_Tabuk_Province.html
"Alneqaa District , Alshifa Raod, Taif 21944 Saudi Arabia",Taif,Saudi Arabia,21944,"Alneqaa District , Alshifa Raod",Indoor pool,Pool,Free parking,Free Wifi,298553,Taif,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Rooms,4.0,Value,2.8,Cleanliness,5.0,2025-02-05,2025-02-06,3.0,6976871,https://media-cdn.tripadvisor.com/media/photo-o/07/06/4c/39/meral-oasis-resort-taif.jpg,Saudi Arabia,False,21.217726,ar,‫Meral Oasis Resort Taif‬,"Taif, Makkah Province",40.41397,Meral Oasis Resort Taif,12,25,https://media-cdn.tripadvisor.com/media/photo-o/07/06/51/69/meral-oasis-resort-taif.jpg,10.0,1.0,#1 of 10 small hotels in Taif,3.5,1,0,3,6,2,3.050494432449341,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298553-d6976871-Reviews-Meral_Oasis_Resort_Taif-Taif_Makkah_Province.html
"4046 Custodian Of The Two Holy Mosques Road, Al Khobar 34443 Saudi Arabia",Al Khobar,Saudi Arabia,34443,4046 Custodian Of The Two Holy Mosques Road,Unknown,Unknown,Unknown,Unknown,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,0.0,27517018,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/c2/b7/22/caption.jpg,Saudi Arabia,False,26.284164,ar,‫Dar Rayhaan By Rotana‬,"Al Khobar, Eastern Province",50.20005,Dar Rayhaan By Rotana,5,17,https://media-cdn.tripadvisor.com/media/photo-o/2b/c2/b7/22/caption.jpg,103.0,26.0,#26 of 103 hotels in Al Khobar,5.0,0,0,0,0,5,3.1723639965057373,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d27517018-Reviews-Dar_Rayhaan_By_Rotana-Al_Khobar_Eastern_Province.html
"Al Riyadh Road Next To Rashid Mall, Jazan 45142 Saudi Arabia",Jazan,Saudi Arabia,45142,Al Riyadh Road Next To Rashid Mall,Internet,Free Internet,Wheelchair access,Restaurant,1074315,Jazan,City,2628892,Jizan Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.4,Rooms,4.8,Value,3.9,2025-02-05,2025-02-06,4.0,6209157,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/b0/71/8b/exterior.jpg,Saudi Arabia,False,16.901941,ar,كورتيارد جازان,"Jazan, Jizan Province",42.552975,Courtyard Jazan,63,116,https://media-cdn.tripadvisor.com/media/photo-o/26/ca/f1/76/courtyard-by-marriott.jpg,23.0,2.0,#2 of 23 hotels in Jazan,4.5,1,1,2,24,35,3.462496519088745,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1074315-d6209157-Reviews-Courtyard_Jazan-Jazan_Jizan_Province.html
"Al Uqsar Street, Jeddah 21382 Saudi Arabia",Jeddah,Saudi Arabia,21382,Al Uqsar Street,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,15333636,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/06/4e/f4/swimming-pool.jpg,Saudi Arabia,False,21.517166,ar,عنوان فندق الحمراء,"Jeddah, Makkah Province",39.162712,Address Alhamra Hotel,6,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/16/57/4a/property-building.jpg,253.0,130.0,#130 of 253 hotels in Jeddah,3.5,1,0,2,1,2,3.03152847290039,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d15333636-Reviews-Address_Alhamra_Hotel-Jeddah_Makkah_Province.html
"Sari Street, Al Salamah, Jeddah 00966 Saudi Arabia",Jeddah,Saudi Arabia,00966,"Sari Street, Al Salamah",Kids Activities,Room service,Wifi,Free Wifi,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.0,Rooms,4.7,Value,4.3,2025-02-05,2025-02-06,4.0,7392773,Unknown,Saudi Arabia,False,21.487463,ar,لورين سويتس,"Jeddah, Makkah Province",39.18638,Loren Suites,8,0,https://media-cdn.tripadvisor.com/media/photo-o/0e/ae/dc/9c/photo0jpg.jpg,253.0,124.0,#124 of 253 hotels in Jeddah,4.0,0,1,2,2,3,3.034177303314209,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d7392773-Reviews-Loren_Suites-Jeddah_Makkah_Province.html
"7633 Hira St, Jeddah 23513 Saudi Arabia",Jeddah,Saudi Arabia,23513,7633 Hira St,Internet,Shuttle Bus Service,Suites,Room service,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,4.0,21369249,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/44/a1/ee/shada-hotel-shatea.jpg,Saudi Arabia,False,21.604784,ar,‫Shada Hotel Shatea‬,"Jeddah, Makkah Province",39.11677,Shada Hotel Shatea,6,40,https://media-cdn.tripadvisor.com/media/photo-o/29/44/a1/ee/shada-hotel-shatea.jpg,253.0,113.0,#113 of 253 hotels in Jeddah,3.5,2,0,0,0,4,3.0381100177764893,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d21369249-Reviews-Shada_Hotel_Shatea-Jeddah_Makkah_Province.html
"Al Riyadh Road Next To Rashid Mall Next To Rashid Mall, Jazan 31311 Saudi Arabia",Jazan,Saudi Arabia,31311,Al Riyadh Road Next To Rashid Mall,Pool,Internet,Suites,Free Internet,1074315,Jazan,City,2628892,Jizan Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,3.9,2025-02-05,2025-02-06,2.0,7315479,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/9a/c8/a2/exterior.jpg,Saudi Arabia,False,16.90182,ar,ريزيدانس إن باي ماريوت جازان,"Jazan, Jizan Province",42.552868,Residence Inn by Marriott Jazan,23,63,https://media-cdn.tripadvisor.com/media/photo-o/2e/9a/c8/a2/exterior.jpg,23.0,5.0,#5 of 23 hotels in Jazan,4.5,0,0,0,9,14,3.236741304397583,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1074315-d7315479-Reviews-Residence_Inn_by_Marriott_Jazan-Jazan_Jizan_Province.html
"Al Urubah Rd, 92, Riyadh 12382 Saudi Arabia",Riyadh,Saudi Arabia,12382,"Al Urubah Rd, 92",Unknown,Unknown,Unknown,Unknown,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,4.0,27143516,Unknown,Saudi Arabia,False,24.698957,ar,فندق روس,"Riyadh, Riyadh Province",46.642136,Ross Hotel,1,0,https://media-cdn.tripadvisor.com/media/photo-o/09/c3/87/b3/photo2jpg.jpg,317.0,146.0,#146 of 317 hotels in Riyadh,5.0,0,0,0,0,1,3.042384147644043,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d27143516-Reviews-Ross_Hotel-Riyadh_Riyadh_Province.html
"Abdullah Bin Thahlan Street, Al Khobar 51941 Saudi Arabia",Al Khobar,Saudi Arabia,51941,Abdullah Bin Thahlan Street,Beachfront,Suites,Room service,Free parking,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,4.0,Value,4.0,2025-02-05,2025-02-06,4.0,21305255,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/36/40/dd/the-proud-hotel.jpg,Saudi Arabia,False,26.20871,ar,فندق براود,"Al Khobar, Eastern Province",50.18897,The Proud Hotel,4,18,https://media-cdn.tripadvisor.com/media/photo-o/1d/36/40/58/the-proud-hotel-exterior.jpg,103.0,38.0,#38 of 103 hotels in Al Khobar,4.5,0,0,1,1,2,3.0787367820739746,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d21305255-Reviews-The_Proud_Hotel-Al_Khobar_Eastern_Province.html
"King Faisal West Street Building No. 8557, Tebah District, Al Jubail 35518 Saudi Arabia",Al Jubail,Saudi Arabia,35518,"King Faisal West Street Building No. 8557, Tebah District",Unknown,Unknown,Unknown,Unknown,298544,Al Jubail,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Value,5.0,Service,5.0,2025-02-05,2025-02-06,4.0,25378579,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/60/6f/89/lobby.jpg,Saudi Arabia,False,26.98231,ar,‫Courtyard Jubail‬,"Al Jubail, Eastern Province",49.64761,Courtyard Jubail,2,56,https://media-cdn.tripadvisor.com/media/photo-o/2e/60/6f/89/lobby.jpg,7.0,2.0,#2 of 7 small hotels in Al Jubail,5.0,0,0,0,0,2,3.072975873947144,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298544-d25378579-Reviews-Courtyard_Jubail-Al_Jubail_Eastern_Province.html
"Al Iskandariyyah Street, Jeddah 21572 Saudi Arabia",Jeddah,Saudi Arabia,21572,Al Iskandariyyah Street,Pool,Internet,Suites,Room service,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,4.0,Value,3.8,2025-02-05,2025-02-06,3.0,4751747,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/d3/33/04/caption.jpg,Saudi Arabia,False,21.51566,ar,مركور جده أل حمرا,"Jeddah, Makkah Province",39.15959,Mercure Jeddah Al Hamra Salsabil Hotel,260,114,https://media-cdn.tripadvisor.com/media/photo-o/15/67/03/3b/photo2jpg.jpg,253.0,38.0,#38 of 253 hotels in Jeddah,4.0,12,18,58,103,69,3.453697204589844,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d4751747-Reviews-Mercure_Jeddah_Al_Hamra_Salsabil_Hotel-Jeddah_Makkah_Province.html
"Jalmudah, Al, Al Jubail 35819 Saudi Arabia",Al Jubail,Saudi Arabia,35819,"Jalmudah, Al",Pool,Internet,Kids Activities,Suites,298544,Al Jubail,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.8,Rooms,4.0,Value,4.0,2025-02-05,2025-02-06,4.0,13506454,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ef/51/97/exterior.jpg,Saudi Arabia,False,27.174946,ar,بارك إن باي راديسون مدينة الجبيل الصناعية,"Al Jubail, Eastern Province",49.527115,Park Inn by Radisson Jubail Industrial City,177,125,https://media-cdn.tripadvisor.com/media/photo-o/2d/ef/51/65/pool.jpg,23.0,2.0,#2 of 23 hotels in Al Jubail,4.5,10,5,23,31,108,3.8834340572357178,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298544-d13506454-Reviews-Park_Inn_by_Radisson_Jubail_Industrial_City-Al_Jubail_Eastern_Province.html
"2550 Ajyad St., Mecca 24234 Saudi Arabia",Mecca,Saudi Arabia,24234,2550 Ajyad St.,Shuttle Bus Service,Suites,Room service,Free Internet,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.5,Rooms,4.0,Value,4.0,2025-02-05,2025-02-06,5.0,1936706,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/64/5d/c6/umqura.jpg,Saudi Arabia,False,21.402306,ar,فندق مكارم أم القرى,"Mecca, Makkah Province",39.830814,Makarem Um Al Qura Hotel,167,94,https://media-cdn.tripadvisor.com/media/photo-o/18/a9/41/ee/makarem-umm-alqura-hotel.jpg,310.0,36.0,#36 of 310 hotels in Mecca,4.0,8,11,28,64,56,3.395188808441162,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d1936706-Reviews-Makarem_Um_Al_Qura_Hotel-Mecca_Makkah_Province.html
"Old Airport Road, Al Khobar 31952 Saudi Arabia",Al Khobar,Saudi Arabia,31952,Old Airport Road,Restaurant,Internet,Free Internet,Free parking,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.7,Rooms,3.7,Value,3.7,2025-02-05,2025-02-06,4.0,299188,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/1b/7f/18/hotel-lobby.jpg,Saudi Arabia,False,26.340866,ar,"‫Holiday Inn Al Khobar, an IHG hotel‬","Al Khobar, Eastern Province",50.17948,"Holiday Inn Al Khobar, an IHG hotel",281,241,https://media-cdn.tripadvisor.com/media/photo-o/2c/1b/7f/18/hotel-lobby.jpg,103.0,10.0,#10 of 103 hotels in Al Khobar,4.0,14,16,48,63,140,4.152101516723633,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d299188-Reviews-Holiday_Inn_Al_Khobar_an_IHG_hotel-Al_Khobar_Eastern_Province.html
"King Abdullah Rd Al Fudul Street, Riyadh 13215 Saudi Arabia",Riyadh,Saudi Arabia,13215,King Abdullah Rd,Pool,Internet,Shuttle Bus Service,Suites,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,5.0,Value,4.0,2025-02-05,2025-02-06,4.0,23575677,https://media-cdn.tripadvisor.com/media/photo-w/2b/9d/7b/6b/suite.jpg,Saudi Arabia,False,24.770927,ar,‫Golden Tulip Riyadh‬,"Riyadh, Riyadh Province",46.768353,Golden Tulip Riyadh,4,74,https://media-cdn.tripadvisor.com/media/photo-o/2b/9d/7b/a4/exterior-view.jpg,317.0,100.0,#100 of 317 hotels in Riyadh,4.5,0,0,1,0,3,3.096198797225952,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d23575677-Reviews-Golden_Tulip_Riyadh-Riyadh_Riyadh_Province.html
"2385 Olaya Street Crossing Makkah Road, Riyadh 12611 Saudi Arabia",Riyadh,Saudi Arabia,12611,2385 Olaya Street,Pool,Internet,Suites,Room service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.3,Rooms,4.3,Value,4.1,2025-02-05,2025-02-06,4.0,10491581,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/60/48/a1/aloft-riyadh-at-night.jpg,Saudi Arabia,False,24.678946,ar,‫Aloft Riyadh‬,"Riyadh, Riyadh Province",46.692898,Aloft Riyadh,217,191,https://media-cdn.tripadvisor.com/media/photo-o/2e/60/48/a1/aloft-riyadh-at-night.jpg,317.0,52.0,#52 of 317 hotels in Riyadh,4.0,15,5,23,77,97,3.617786645889282,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d10491581-Reviews-Aloft_Riyadh-Riyadh_Riyadh_Province.html
"King Saud Road 5032 Al Mubarraz, Al Hofuf, Al Ahsa 36422 Saudi Arabia",Al Hofuf,Saudi Arabia,36422,King Saud Road,Pool,Room service,Free parking,Restaurant,3238664,Al Hofuf,City,298543,Al Ahsa,Municipality,2628852.0,Eastern Province,Province,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,5.0,13836335,https://media-cdn.tripadvisor.com/media/photo-o/13/5e/d7/99/hotel-view.jpg,Saudi Arabia,False,25.404734,ar,‫Somewhere Bliss Hotel Al Ahsa‬,"Al Hofuf, Al Ahsa, Eastern Province",49.567013,Somewhere Bliss Hotel Al Ahsa,64,46,https://media-cdn.tripadvisor.com/media/photo-o/13/5e/d7/99/hotel-view.jpg,9.0,2.0,#2 of 9 hotels in Al Hofuf,4.5,5,0,2,7,50,3.5326948165893555,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g3238664-d13836335-Reviews-Somewhere_Bliss_Hotel_Al_Ahsa-Al_Hofuf_Al_Ahsa_Eastern_Province.html
"King Abdul Aziz Road, Unaizah 56437 Saudi Arabia",Unaizah,Saudi Arabia,56437,King Abdul Aziz Road,Unknown,Unknown,Unknown,Unknown,3238691,Unaizah,City,2628882,Al Qasim Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,4.0,23526179,https://media-cdn.tripadvisor.com/media/photo-o/27/a6/25/29/caption.jpg,Saudi Arabia,False,26.090635,ar,‫Golden Tulip Al Waha Hotel - Unayzah‬,"Unaizah, Al Qasim Province",43.986668,Golden Tulip Al Waha Hotel - Unayzah,10,22,https://media-cdn.tripadvisor.com/media/photo-o/29/7a/ee/6d/caption.jpg,9.0,1.0,#1 of 9 hotels in Unaizah,5.0,0,0,0,0,10,3.214853286743164,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g3238691-d23526179-Reviews-Golden_Tulip_Al_Waha_Hotel_Unayzah-Unaizah_Al_Qasim_Province.html
"Durrat Arriyadh Area Banban District, Riyadh 11566 Saudi Arabia",Riyadh,Saudi Arabia,11566,Durrat Arriyadh Area,Pool,Internet,Kids Activities,Suites,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.9,Rooms,4.8,Value,4.2,2025-02-05,2025-02-06,5.0,12125628,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/0b/f2/dd/beat-the-heat-in-our.jpg,Saudi Arabia,False,25.001083,ar,"‫InterContinental Durrat al Riyadh Resort & Spa, an IHG hotel‬","Riyadh, Riyadh Province",46.51063,"InterContinental Durrat al Riyadh Resort & Spa, an IHG hotel",119,253,https://media-cdn.tripadvisor.com/media/photo-o/1c/53/26/50/resort-landscaping.jpg,317.0,51.0,#51 of 317 hotels in Riyadh,4.5,7,10,2,14,86,3.643664598464966,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d12125628-Reviews-InterContinental_Durrat_al_Riyadh_Resort_Spa_an_IHG_hotel-Riyadh_Riyadh_Province.html
"Abu Bakr Al Seddiq, 756, Taif 26523 Saudi Arabia",Taif,Saudi Arabia,26523,"Abu Bakr Al Seddiq, 756",Internet,Room service,Free Internet,Restaurant,298553,Taif,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.2,Rooms,4.0,Value,3.3,2025-02-05,2025-02-06,5.0,1432209,https://media-cdn.tripadvisor.com/media/photo-o/0e/ee/c7/57/junior-suite.jpg,Saudi Arabia,False,21.288181,ar,‫Awaliv International Hotel‬,"Taif, Makkah Province",40.419495,Awaliv International Hotel,51,101,https://media-cdn.tripadvisor.com/media/photo-o/0e/ee/c2/ea/awaliv-international.jpg,35.0,5.0,#5 of 35 hotels in Taif,3.5,5,7,9,13,17,3.1272552013397217,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298553-d1432209-Reviews-Awaliv_International_Hotel-Taif_Makkah_Province.html
"King Khaled Road, Mecca 24242 Saudi Arabia",Mecca,Saudi Arabia,24242,King Khaled Road,Shuttle Bus Service,Restaurant,Free Wifi,Air conditioning,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.9,Value,4.9,2025-02-05,2025-02-06,4.0,23451689,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/db/30/39/caption.jpg,Saudi Arabia,False,21.401037,ar,فـنـدق ورقـــان، العزيزية,"Mecca, Makkah Province",39.872547,Wirgan Hotel Al Azizyah,195,78,https://media-cdn.tripadvisor.com/media/photo-o/2a/e3/b9/51/caption.jpg,310.0,2.0,#2 of 310 hotels in Mecca,5.0,0,0,1,5,189,4.899151802062988,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d23451689-Reviews-Wirgan_Hotel_Al_Azizyah-Mecca_Makkah_Province.html
